ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.724554e+04,4.707717e+03
HI 1215Å,15196,1.519600e+01,4.401264e-02,8.365123e+03,1.107422e+00
