ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.030251e+05,9.092846e+04
HI 1215Å,72893,7.289300e+01,9.016611e-01,3.351383e+03,2.270419e+00
