ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,9.424644e+04,2.667286e+04
HI 1215Å,63022,6.302200e+01,1.857595e-01,2.224146e+04,1.486246e+00
