ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,4.719645e+04,9.633720e+03
HI 1215Å,26051,2.605100e+01,7.691646e-02,1.065634e+04,1.210803e+00
