ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.613881e+04,4.805602e+03
HI 1215Å,15705,1.570500e+01,4.335475e-02,8.006280e+03,1.089294e+00
