ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.646729e+04,4.779682e+03
HI 1215Å,18390,1.839000e+01,5.035445e-02,5.721909e+03,1.129037e+00
