# n_pixels = 225710000
# n_pixels_in_grid = 156144575
# n_bins = 60
# grid = fixed, log10(tau) in [-3, 2]
# frac_tau_zero = 5.759603e-08
# frac_tau_underflow = 3.075202e-01
# frac_tau_overflow = 6.868903e-04
# density: normalised over the in-grid pixels only
# density_err: Poisson, sqrt(count) / (n_pixels_in_grid * bin_width)
#
log_tau_bin_center,log_tau_bin_low,log_tau_bin_high,density,density_err,count
-2.958333e+00,-3.000000e+00,-2.916667e+00,7.609638e-01,2.418294e-04,9901697
-2.875000e+00,-2.916667e+00,-2.833333e+00,7.477170e-01,2.397153e-04,9729330
-2.791667e+00,-2.833333e+00,-2.750000e+00,7.250099e-01,2.360473e-04,9433863
-2.708333e+00,-2.750000e+00,-2.666667e+00,6.977736e-01,2.315711e-04,9079463
-2.625000e+00,-2.666667e+00,-2.583333e+00,6.631738e-01,2.257568e-04,8629249
-2.541667e+00,-2.583333e+00,-2.500000e+00,6.189226e-01,2.180948e-04,8053450
-2.458333e+00,-2.500000e+00,-2.416667e+00,5.761819e-01,2.104297e-04,7497307
-2.375000e+00,-2.416667e+00,-2.333333e+00,5.355234e-01,2.028693e-04,6968256
-2.291667e+00,-2.333333e+00,-2.250000e+00,4.970603e-01,1.954482e-04,6467772
-2.208333e+00,-2.250000e+00,-2.166667e+00,4.577251e-01,1.875554e-04,5955941
-2.125000e+00,-2.166667e+00,-2.083333e+00,4.238774e-01,1.804876e-04,5515513
-2.041667e+00,-2.083333e+00,-2.000000e+00,3.932724e-01,1.738497e-04,5117279
-1.958333e+00,-2.000000e+00,-1.916667e+00,3.655015e-01,1.675991e-04,4755923
-1.875000e+00,-1.916667e+00,-1.833333e+00,3.409034e-01,1.618612e-04,4435851
-1.791667e+00,-1.833333e+00,-1.750000e+00,3.199018e-01,1.567962e-04,4162578
-1.708333e+00,-1.750000e+00,-1.666667e+00,2.985894e-01,1.514832e-04,3885259
-1.625000e+00,-1.666667e+00,-1.583333e+00,2.846033e-01,1.478928e-04,3703272
-1.541667e+00,-1.583333e+00,-1.500000e+00,2.670613e-01,1.432626e-04,3475015
-1.458333e+00,-1.500000e+00,-1.416667e+00,2.555669e-01,1.401456e-04,3325449
-1.375000e+00,-1.416667e+00,-1.333333e+00,2.443851e-01,1.370454e-04,3179951
-1.291667e+00,-1.333333e+00,-1.250000e+00,2.318673e-01,1.334895e-04,3017069
-1.208333e+00,-1.250000e+00,-1.166667e+00,2.204220e-01,1.301531e-04,2868142
-1.125000e+00,-1.166667e+00,-1.083333e+00,2.069147e-01,1.261023e-04,2692384
-1.041667e+00,-1.083333e+00,-1.000000e+00,1.940674e-01,1.221247e-04,2525214
-9.583333e-01,-1.000000e+00,-9.166667e-01,1.824272e-01,1.184055e-04,2373751
-8.750000e-01,-9.166667e-01,-8.333333e-01,1.700594e-01,1.143214e-04,2212821
-7.916667e-01,-8.333333e-01,-7.500000e-01,1.564641e-01,1.096565e-04,2035918
-7.083333e-01,-7.500000e-01,-6.666667e-01,1.450428e-01,1.055784e-04,1887304
-6.250000e-01,-6.666667e-01,-5.833333e-01,1.337998e-01,1.014040e-04,1741010
-5.416667e-01,-5.833333e-01,-5.000000e-01,1.211624e-01,9.649640e-05,1576571
-4.583333e-01,-5.000000e-01,-4.166667e-01,1.084815e-01,9.130721e-05,1411567
-3.750000e-01,-4.166667e-01,-3.333333e-01,9.893577e-02,8.719746e-05,1287357
-2.916667e-01,-3.333333e-01,-2.500000e-01,8.686165e-02,8.170361e-05,1130248
-2.083333e-01,-2.500000e-01,-1.666667e-01,7.636753e-02,7.660931e-05,993698
-1.250000e-01,-1.666667e-01,-8.333333e-02,6.627104e-02,7.136563e-05,862322
-4.166667e-02,-8.333333e-02,0.000000e+00,5.708586e-02,6.623560e-05,742804
4.166667e-02,0.000000e+00,8.333333e-02,4.888516e-02,6.129368e-05,636096
1.250000e-01,8.333333e-02,1.666667e-01,4.117776e-02,5.625466e-05,535807
2.083333e-01,1.666667e-01,2.500000e-01,3.501670e-02,5.187580e-05,455639
2.916667e-01,2.500000e-01,3.333333e-01,2.924413e-02,4.740744e-05,380526
3.750000e-01,3.333333e-01,4.166667e-01,2.346249e-02,4.246334e-05,305295
4.583333e-01,4.166667e-01,5.000000e-01,1.855096e-02,3.775812e-05,241386
