ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.739901e+04,2.442753e+03
HI 1215Å,12096,1.209600e+01,3.077213e-02,8.161668e+03,1.057545e+00
