ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,4.601800e+04,9.752387e+03
HI 1215Å,26618,2.661800e+01,7.502200e-02,6.351828e+03,1.190807e+00
