ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,9.119471e+04,2.744773e+04
HI 1215Å,57867,5.786700e+01,1.803338e-01,6.825223e+03,1.394233e+00
