ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.041253e+05,9.134529e+04
HI 1215Å,75728,7.572800e+01,9.008270e-01,3.650639e+03,2.231453e+00
