ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,8.988926e+04,2.470965e+04
HI 1215Å,56928,5.692800e+01,1.737416e-01,8.413398e+03,1.484152e+00
