ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10016,1.001600e+01,9.999973e-01,9.484343e+03,1.146908e+03
HI 1215Å,7949,7.949000e+00,1.738297e-02,5.760066e+03,1.027608e+00
