statistic,value
mean_flux,0.9698133257941849
median_flux,0.9987350702285767
std_flux,0.10998053083401413
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,132.1880861798608
median_tau,0.0012657291954383254
effective_tau,0.030651673639991748
deep_absorption_frac,0.004468258730349214
moderate_absorption_frac,0.011158122324892996
weak_absorption_frac,0.9843736189447578
tau_eff_err,0.0004995810831780104
tau_eff_std,0.049958108317801043
mean_flux_err,0.0003403865669887025
mean_flux_std,0.03403865669887025
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,13.218550151948074
hi_fraction_eff,0.0023188377028962566
