ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10003,1.000300e+01,9.999988e-01,9.706166e+03,1.294801e+03
HI 1215Å,9879,9.879000e+00,2.114708e-02,6.250071e+03,1.030332e+00
