statistic,value
mean_flux,0.9594911724291812
median_flux,0.9976429343223572
std_flux,0.1283504240699615
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,161.74107109987762
median_tau,0.0023598589468747377
effective_tau,0.04135216375473327
deep_absorption_frac,0.006474041912188206
moderate_absorption_frac,0.015510012848345222
weak_absorption_frac,0.9780159452394666
tau_eff_err,0.0006196690500917351
tau_eff_std,0.06196690500917351
mean_flux_err,0.00041542658594218414
mean_flux_std,0.041542658594218414
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,14.158990027613093
hi_fraction_eff,0.0029205588267673587
