ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.699330e+04,2.435092e+03
HI 1215Å,11770,1.177000e+01,2.931491e-02,5.516602e+03,1.057693e+00
