# n_pixels = 225710000
# n_pixels_in_grid = 154063124
# n_bins = 60
# grid = fixed, log10(tau) in [-3, 2]
# frac_tau_zero = 1.506358e-07
# frac_tau_underflow = 3.167257e-01
# frac_tau_overflow = 7.030127e-04
# density: normalised over the in-grid pixels only
# density_err: Poisson, sqrt(count) / (n_pixels_in_grid * bin_width)
#
log_tau_bin_center,log_tau_bin_low,log_tau_bin_high,density,density_err,count
-2.958333e+00,-3.000000e+00,-2.916667e+00,7.516915e-01,2.419698e-04,9650662
-2.875000e+00,-2.916667e+00,-2.833333e+00,7.424591e-01,2.404792e-04,9532131
-2.791667e+00,-2.833333e+00,-2.750000e+00,7.208325e-01,2.369510e-04,9254476
-2.708333e+00,-2.750000e+00,-2.666667e+00,6.908040e-01,2.319630e-04,8868952
-2.625000e+00,-2.666667e+00,-2.583333e+00,6.552841e-01,2.259207e-04,8412926
-2.541667e+00,-2.583333e+00,-2.500000e+00,6.163073e-01,2.190988e-04,7912519
-2.458333e+00,-2.500000e+00,-2.416667e+00,5.760978e-01,2.118309e-04,7396286
-2.375000e+00,-2.416667e+00,-2.333333e+00,5.348988e-01,2.041160e-04,6867348
-2.291667e+00,-2.333333e+00,-2.250000e+00,4.978297e-01,1.969163e-04,6391433
-2.208333e+00,-2.250000e+00,-2.166667e+00,4.612458e-01,1.895429e-04,5921748
-2.125000e+00,-2.166667e+00,-2.083333e+00,4.268026e-01,1.823286e-04,5479545
-2.041667e+00,-2.083333e+00,-2.000000e+00,3.963032e-01,1.756932e-04,5087976
-1.958333e+00,-2.000000e+00,-1.916667e+00,3.726199e-01,1.703626e-04,4783916
-1.875000e+00,-1.916667e+00,-1.833333e+00,3.470452e-01,1.644123e-04,4455572
-1.791667e+00,-1.833333e+00,-1.750000e+00,3.257312e-01,1.592835e-04,4181930
-1.708333e+00,-1.750000e+00,-1.666667e+00,3.072520e-01,1.546994e-04,3944683
-1.625000e+00,-1.666667e+00,-1.583333e+00,2.899216e-01,1.502732e-04,3722186
-1.541667e+00,-1.583333e+00,-1.500000e+00,2.753933e-01,1.464596e-04,3535663
-1.458333e+00,-1.500000e+00,-1.416667e+00,2.607993e-01,1.425261e-04,3348296
-1.375000e+00,-1.416667e+00,-1.333333e+00,2.485209e-01,1.391306e-04,3190659
-1.291667e+00,-1.333333e+00,-1.250000e+00,2.368418e-01,1.358221e-04,3040715
-1.208333e+00,-1.250000e+00,-1.166667e+00,2.230833e-01,1.318180e-04,2864076
-1.125000e+00,-1.166667e+00,-1.083333e+00,2.120477e-01,1.285162e-04,2722394
-1.041667e+00,-1.083333e+00,-1.000000e+00,1.978404e-01,1.241363e-04,2539992
-9.583333e-01,-1.000000e+00,-9.166667e-01,1.830298e-01,1.193994e-04,2349845
-8.750000e-01,-9.166667e-01,-8.333333e-01,1.684311e-01,1.145388e-04,2162419
-7.916667e-01,-8.333333e-01,-7.500000e-01,1.553834e-01,1.100129e-04,1994904
-7.083333e-01,-7.500000e-01,-6.666667e-01,1.418909e-01,1.051280e-04,1821679
-6.250000e-01,-6.666667e-01,-5.833333e-01,1.285674e-01,1.000707e-04,1650625
-5.416667e-01,-5.833333e-01,-5.000000e-01,1.181325e-01,9.592371e-05,1516655
-4.583333e-01,-5.000000e-01,-4.166667e-01,1.066212e-01,9.113034e-05,1368866
-3.750000e-01,-4.166667e-01,-3.333333e-01,9.414676e-02,8.563355e-05,1208712
-2.916667e-01,-3.333333e-01,-2.500000e-01,8.265843e-02,8.023888e-05,1061218
-2.083333e-01,-2.500000e-01,-1.666667e-01,7.320490e-02,7.551120e-05,939848
-1.250000e-01,-1.666667e-01,-8.333333e-02,6.407446e-02,7.064538e-05,822626
-4.166667e-02,-8.333333e-02,0.000000e+00,5.610435e-02,6.610580e-05,720301
4.166667e-02,0.000000e+00,8.333333e-02,4.794700e-02,6.111136e-05,615572
1.250000e-01,8.333333e-02,1.666667e-01,3.999815e-02,5.581632e-05,513520
2.083333e-01,1.666667e-01,2.500000e-01,3.411129e-02,5.154545e-05,437941
2.916667e-01,2.500000e-01,3.333333e-01,2.793032e-02,4.664222e-05,358586
3.750000e-01,3.333333e-01,4.166667e-01,2.296428e-02,4.229292e-05,294829
4.583333e-01,4.166667e-01,5.000000e-01,1.818237e-02,3.763279e-05,233436
5.416667e-01,5.000000e-01,5.833333e-01,1.446023e-02,3.356053e-05,185649
6.250000e-01,5.833333e-01,6.666667e-01,1.149659e-02,2.992442e-05,147600
7.083333e-01,6.666667e-01,7.500000e-01,8.627736e-03,2.592327e-05,110768
7.916667e-01,7.500000e-01,8.333333e-01,6.488795e-03,2.248140e-05,83307
8.750000e-01,8.333333e-01,9.166667e-01,5.061224e-03,1.985496e-05,64979
9.583333e-01,9.166667e-01,1.000000e+00,3.980732e-03,1.760852e-05,51107
1.041667e+00,1.000000e+00,1.083333e+00,3.169350e-03,1.571182e-05,40690
1.125000e+00,1.083333e+00,1.166667e+00,2.463276e-03,1.385153e-05,31625
1.208333e+00,1.166667e+00,1.250000e+00,2.250013e-03,1.323835e-05,28887
1.291667e+00,1.250000e+00,1.333333e+00,1.956289e-03,1.234405e-05,25116
1.375000e+00,1.333333e+00,1.416667e+00,1.771378e-03,1.174619e-05,22742
1.458333e+00,1.416667e+00,1.500000e+00,1.464802e-03,1.068146e-05,18806
1.541667e+00,1.500000e+00,1.583333e+00,1.356223e-03,1.027796e-05,17412
1.625000e+00,1.583333e+00,1.666667e+00,1.150983e-03,9.468380e-06,14777
1.708333e+00,1.666667e+00,1.750000e+00,9.423150e-04,8.567208e-06,12098
1.791667e+00,1.750000e+00,1.833333e+00,8.521961e-04,8.147250e-06,10941
1.875000e+00,1.833333e+00,1.916667e+00,7.568586e-04,7.678010e-06,9717
1.958333e+00,1.916667e+00,2.000000e+00,7.194713e-04,7.485969e-06,9237
