ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10008,1.000800e+01,9.999982e-01,9.860319e+03,1.280074e+03
HI 1215Å,8491,8.491000e+00,1.819084e-02,1.045286e+04,1.023589e+00
