ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,8.993700e+04,2.670960e+04
HI 1215Å,64279,6.427900e+01,1.889669e-01,7.221929e+03,1.489744e+00
