ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.151269e+05,3.745739e+04
HI 1215Å,85717,8.571700e+01,2.658014e-01,7.604179e+03,1.656292e+00
