ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.683824e+04,2.515641e+03
HI 1215Å,12464,1.246400e+01,3.067142e-02,5.710186e+03,1.066373e+00
