ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,9.094089e+04,2.720400e+04
HI 1215Å,64654,6.465400e+01,1.878884e-01,1.346317e+04,1.483090e+00
