ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.729786e+05,7.214453e+04
HI 1215Å,116148,1.161480e+02,6.781743e-01,4.618304e+03,1.733611e+00
