ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.751324e+05,6.769921e+04
HI 1215Å,117217,1.172170e+02,6.508668e-01,6.209944e+03,1.660026e+00
