statistic,value
mean_flux,0.4132207222800341
median_flux,0.4427734911441803
std_flux,0.3079896900476875
min_flux,2.9382650407717056e-39
max_flux,0.9934234619140625
mean_tau,4041.946063534756
median_tau,0.8146969676017761
effective_tau,0.883773392268036
deep_absorption_frac,0.266442741030437
moderate_absorption_frac,0.28162802584594454
weak_absorption_frac,0.45192923312361843
tau_eff_err,0.004353037260876627
tau_eff_std,0.43530372608766277
mean_flux_err,0.0008480727646190303
mean_flux_std,0.08480727646190303
n_sightlines,10000.0
tau_eff_obs_target,0.5554037618171708
mean_flux_target,0.5738405195244356
tau_scale_factor,0.45558722906515614
tau_eff_H_total,inf
hi_fraction_eff,0.0
