ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.799947e+04,2.669265e+03
HI 1215Å,12697,1.269700e+01,3.328920e-02,1.158741e+04,1.075327e+00
