ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.436837e+05,5.487688e+04
HI 1215Å,107532,1.075320e+02,4.482644e-01,3.827018e+03,1.553921e+00
