ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.704436e+05,6.622002e+04
HI 1215Å,116721,1.167210e+02,6.387371e-01,4.251464e+03,1.660235e+00
