ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10032,1.003200e+01,9.999941e-01,9.589787e+03,1.148038e+03
HI 1215Å,8076,8.076000e+00,1.697013e-02,1.212836e+04,1.015168e+00
