statistic,value
mean_flux,0.9744421922999816
median_flux,0.998914897441864
std_flux,0.0991394909091469
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,205.8351153357258
median_tau,0.0010856809094548225
effective_tau,0.02589008216348331
deep_absorption_frac,0.003493715748629945
moderate_absorption_frac,0.008970858834353375
weak_absorption_frac,0.9875354254170167
tau_eff_err,0.0006639924472854193
tau_eff_std,0.06639924472854193
mean_flux_err,0.0003413477360345101
mean_flux_std,0.03413477360345101
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,11.426504493155324
hi_fraction_eff,0.0022657918649010692
