ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,9.099978e+04,2.653563e+04
HI 1215Å,63933,6.393300e+01,1.886071e-01,1.054388e+04,1.501187e+00
