statistic,value
mean_flux,0.9576457921822841
median_flux,0.997458815574646
std_flux,0.13244995286907
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,422.75985319039427
median_tau,0.0025444224011152983
effective_tau,0.04327730614247363
deep_absorption_frac,0.007126381319509061
moderate_absorption_frac,0.016384638220568036
weak_absorption_frac,0.9764889804599229
tau_eff_err,0.0011452571374149967
tau_eff_std,0.11452571374149967
mean_flux_err,0.00045093430059802
mean_flux_std,0.045093430059802
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,14.433215522871468
hi_fraction_eff,0.0029984521226984577
