ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.712779e+04,4.324609e+03
HI 1215Å,16866,1.686600e+01,4.810295e-02,2.576419e+04,1.133725e+00
