ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.592745e+04,4.830368e+03
HI 1215Å,16213,1.621300e+01,4.553737e-02,2.862799e+03,1.103376e+00
