ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,7.245371e+04,1.887296e+04
HI 1215Å,47215,4.721500e+01,1.337770e-01,6.603824e+03,1.325417e+00
