ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.674670e+04,4.548261e+03
HI 1215Å,17617,1.761700e+01,4.745765e-02,1.358947e+04,1.117967e+00
