statistic,value
mean_flux,0.9552678905681558
median_flux,0.9974329471588135
std_flux,0.13628643644503635
min_flux,2.9382650407717056e-39
max_flux,0.9999997019767761
mean_tau,273.4255013720681
median_tau,0.0025703110732138157
effective_tau,0.04576346415408138
deep_absorption_frac,0.007644455274467237
moderate_absorption_frac,0.017398334145585042
weak_absorption_frac,0.9749572105799478
tau_eff_err,0.0007744620852827761
tau_eff_std,0.07744620852827762
mean_flux_err,0.0004667320812409873
mean_flux_std,0.046673208124098725
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,16.38184989548394
hi_fraction_eff,0.0027935467612567985
