ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.737403e+04,2.599475e+03
HI 1215Å,13338,1.333800e+01,3.328156e-02,8.214805e+03,1.063574e+00
