ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,9.126081e+04,2.589105e+04
HI 1215Å,58313,5.831300e+01,1.731314e-01,7.739425e+03,1.458606e+00
