ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10006,1.000600e+01,9.999987e-01,9.953601e+03,1.324612e+03
HI 1215Å,9264,9.264000e+00,2.106061e-02,1.906060e+04,1.066250e+00
