ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.715143e+05,7.233623e+04
HI 1215Å,118282,1.182820e+02,6.809873e-01,3.323870e+03,1.723330e+00
