ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,4.652331e+04,9.885474e+03
HI 1215Å,28926,2.892600e+01,8.395290e-02,6.384245e+03,1.212215e+00
