ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.039078e+05,8.976821e+04
HI 1215Å,73638,7.363800e+01,9.003915e-01,4.159172e+03,2.216337e+00
