ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.034948e+05,8.926281e+04
HI 1215Å,75555,7.555500e+01,8.982820e-01,3.476285e+03,2.204927e+00
