ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.721340e+04,2.271897e+03
HI 1215Å,10643,1.064300e+01,2.620834e-02,1.191669e+04,1.048322e+00
