statistic,value
mean_flux,0.9624433771285533
median_flux,0.9978598952293396
std_flux,0.12209512260468389
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,312.3381213194599
median_tau,0.002142391400411725
effective_tau,0.03828004350803594
deep_absorption_frac,0.00578362057507421
moderate_absorption_frac,0.013681192680873687
weak_absorption_frac,0.9805351867440522
tau_eff_err,0.0012218537240592897
tau_eff_std,0.12218537240592897
mean_flux_err,0.00035641498503819174
mean_flux_std,0.035641498503819175
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,14.99551275586118
hi_fraction_eff,0.002552766524595467
