ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,7.289278e+04,1.881846e+04
HI 1215Å,41682,4.168200e+01,1.195344e-01,1.624615e+04,1.293413e+00
