ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.666150e+04,4.306706e+03
HI 1215Å,16420,1.642000e+01,4.617309e-02,8.456145e+03,1.117087e+00
