k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err
0.000000e+00,2.848813e+00,3.609863e+01,3.609863e-01
2.513274e-03,1.767739e+00,6.300636e+00,6.300636e-02
5.026548e-03,1.315142e+00,3.138794e+00,3.138794e-02
7.539822e-03,1.128882e+00,2.446670e+00,2.446670e-02
1.005310e-02,9.570309e-01,1.912957e+00,1.912957e-02
1.256637e-02,8.455440e-01,1.696859e+00,1.696859e-02
1.507964e-02,7.376262e-01,1.417698e+00,1.417698e-02
1.759292e-02,6.232441e-01,1.115682e+00,1.115682e-02
2.010619e-02,5.581032e-01,1.010286e+00,1.010286e-02
2.261947e-02,4.858813e-01,8.643107e-01,8.643107e-03
2.513274e-02,4.181485e-01,7.445991e-01,7.445991e-03
2.764602e-02,3.640679e-01,6.150182e-01,6.150182e-03
3.015929e-02,3.220389e-01,5.339956e-01,5.339956e-03
3.267256e-02,2.846276e-01,4.842284e-01,4.842284e-03
3.518584e-02,2.485988e-01,4.266884e-01,4.266884e-03
3.769911e-02,2.203190e-01,3.645157e-01,3.645157e-03
4.021239e-02,1.919498e-01,3.254514e-01,3.254514e-03
4.272566e-02,1.714216e-01,2.886550e-01,2.886550e-03
4.523893e-02,1.533612e-01,2.530381e-01,2.530381e-03
4.775221e-02,1.339017e-01,2.184719e-01,2.184719e-03
5.026548e-02,1.157492e-01,1.870959e-01,1.870959e-03
5.277876e-02,1.042585e-01,1.704959e-01,1.704959e-03
5.529203e-02,9.192171e-02,1.459393e-01,1.459393e-03
5.780530e-02,8.302851e-02,1.345037e-01,1.345037e-03
6.031858e-02,7.252307e-02,1.138056e-01,1.138056e-03
6.283185e-02,6.635290e-02,1.055872e-01,1.055872e-03
6.534513e-02,5.965896e-02,9.533090e-02,9.533090e-04
6.785840e-02,5.547067e-02,8.863635e-02,8.863635e-04
7.037168e-02,4.865053e-02,7.687881e-02,7.687881e-04
7.288495e-02,4.285665e-02,6.842181e-02,6.842181e-04
7.539822e-02,3.893382e-02,6.194029e-02,6.194029e-04
7.791150e-02,3.544806e-02,5.663853e-02,5.663853e-04
8.042477e-02,3.191993e-02,5.085903e-02,5.085903e-04
8.293805e-02,2.880202e-02,4.451200e-02,4.451200e-04
8.545132e-02,2.588007e-02,4.091882e-02,4.091882e-04
8.796459e-02,2.317129e-02,3.619205e-02,3.619205e-04
9.047787e-02,2.055851e-02,3.241442e-02,3.241442e-04
9.299114e-02,1.883418e-02,2.990181e-02,2.990181e-04
9.550442e-02,1.669865e-02,2.594923e-02,2.594923e-04
9.801769e-02,1.499951e-02,2.343683e-02,2.343683e-04
1.005310e-01,1.346720e-02,2.112806e-02,2.112806e-04
1.030442e-01,1.250465e-02,1.976029e-02,1.976029e-04
1.055575e-01,1.103649e-02,1.711157e-02,1.711157e-04
1.080708e-01,1.028814e-02,1.599975e-02,1.599975e-04
1.105841e-01,9.036705e-03,1.400432e-02,1.400432e-04
1.130973e-01,8.278764e-03,1.273059e-02,1.273059e-04
1.156106e-01,7.452993e-03,1.156780e-02,1.156780e-04
1.181239e-01,6.801608e-03,1.057928e-02,1.057928e-04
1.206372e-01,6.148374e-03,9.373098e-03,9.373098e-05
1.231504e-01,5.467021e-03,8.561734e-03,8.561734e-05
1.256637e-01,5.023294e-03,7.893732e-03,7.893732e-05
1.281770e-01,4.527215e-03,7.219776e-03,7.219776e-05
1.306903e-01,4.145386e-03,6.702305e-03,6.702305e-05
1.332035e-01,3.695675e-03,5.806791e-03,5.806791e-05
1.357168e-01,3.368653e-03,5.254355e-03,5.254355e-05
1.382301e-01,3.055190e-03,4.778423e-03,4.778423e-05
1.407434e-01,2.772721e-03,4.386667e-03,4.386667e-05
1.432566e-01,2.494194e-03,3.897748e-03,3.897748e-05
1.457699e-01,2.272882e-03,3.648721e-03,3.648721e-05
1.482832e-01,2.035413e-03,3.238473e-03,3.238473e-05
1.507964e-01,1.866948e-03,2.900418e-03,2.900418e-05
1.533097e-01,1.664791e-03,2.619453e-03,2.619453e-05
1.558230e-01,1.540231e-03,2.453263e-03,2.453263e-05
1.583363e-01,1.384418e-03,2.169724e-03,2.169724e-05
1.608495e-01,1.271104e-03,2.092780e-03,2.092780e-05
1.633628e-01,1.139605e-03,1.817737e-03,1.817737e-05
1.658761e-01,1.033913e-03,1.705332e-03,1.705332e-05
1.683894e-01,9.345216e-04,1.544104e-03,1.544104e-05
1.709026e-01,8.457506e-04,1.426955e-03,1.426955e-05
1.734159e-01,7.824392e-04,1.347205e-03,1.347205e-05
1.759292e-01,7.053088e-04,1.224314e-03,1.224314e-05
1.784425e-01,6.175503e-04,1.063504e-03,1.063504e-05
1.809557e-01,5.738015e-04,1.015013e-03,1.015013e-05
1.834690e-01,5.240544e-04,9.188793e-04,9.188793e-06
1.859823e-01,4.653258e-04,8.031715e-04,8.031715e-06
1.884956e-01,4.256985e-04,7.448785e-04,7.448785e-06
1.910088e-01,3.804771e-04,6.656931e-04,6.656931e-06
1.935221e-01,3.447964e-04,6.215150e-04,6.215150e-06
1.960354e-01,3.164129e-04,5.940173e-04,5.940173e-06
1.985487e-01,2.850760e-04,5.176779e-04,5.176779e-06
2.010619e-01,2.646451e-04,5.021932e-04,5.021932e-06
2.035752e-01,2.425459e-04,4.722842e-04,4.722842e-06
2.060885e-01,2.198907e-04,4.279131e-04,4.279131e-06
2.086018e-01,1.994425e-04,4.056651e-04,4.056651e-06
2.111150e-01,1.801021e-04,3.687661e-04,3.687661e-06
2.136283e-01,1.664463e-04,3.717524e-04,3.717524e-06
2.161416e-01,1.474040e-04,3.347417e-04,3.347417e-06
2.186548e-01,1.383055e-04,3.345688e-04,3.345688e-06
2.211681e-01,1.222138e-04,2.742964e-04,2.742964e-06
2.236814e-01,1.147840e-04,2.951705e-04,2.951705e-06
2.261947e-01,1.022919e-04,2.456132e-04,2.456132e-06
2.287079e-01,9.360292e-05,2.427579e-04,2.427579e-06
2.312212e-01,8.629183e-05,2.156157e-04,2.156157e-06
2.337345e-01,7.821976e-05,2.072865e-04,2.072865e-06
2.362478e-01,7.034686e-05,1.731455e-04,1.731455e-06
2.387610e-01,6.363474e-05,1.687066e-04,1.687066e-06
2.412743e-01,5.708323e-05,1.475058e-04,1.475058e-06
2.437876e-01,5.282110e-05,1.424598e-04,1.424598e-06
2.463009e-01,4.836584e-05,1.403972e-04,1.403972e-06
2.488141e-01,4.394599e-05,1.236022e-04,1.236022e-06
2.513274e-01,4.118424e-05,1.237675e-04,1.237675e-06
2.538407e-01,3.740361e-05,1.160889e-04,1.160889e-06
2.563540e-01,3.430458e-05,1.141686e-04,1.141686e-06
2.588672e-01,3.107175e-05,1.048297e-04,1.048297e-06
2.613805e-01,2.939468e-05,1.077443e-04,1.077443e-06
2.638938e-01,2.647365e-05,9.990898e-05,9.990898e-07
2.664071e-01,2.464593e-05,9.809072e-05,9.809072e-07
2.689203e-01,2.314459e-05,9.413329e-05,9.413329e-07
2.714336e-01,2.122202e-05,9.118565e-05,9.118565e-07
2.739469e-01,1.940040e-05,8.613205e-05,8.613205e-07
2.764602e-01,1.771612e-05,8.287954e-05,8.287954e-07
