ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.688176e+04,4.749381e+03
HI 1215Å,16412,1.641200e+01,4.537044e-02,6.604848e+03,1.117577e+00
