ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.709334e+04,4.590906e+03
HI 1215Å,18296,1.829600e+01,5.168377e-02,1.731475e+04,1.151515e+00
