ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.617663e+04,4.126017e+03
HI 1215Å,13790,1.379000e+01,3.792215e-02,1.074650e+04,1.087509e+00
