ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10006,1.000600e+01,9.999986e-01,9.572997e+03,1.151892e+03
HI 1215Å,8148,8.148000e+00,1.727497e-02,9.547129e+03,1.014354e+00
