ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10013,1.001300e+01,9.999972e-01,9.807779e+03,1.172249e+03
HI 1215Å,8277,8.277000e+00,1.811739e-02,1.405040e+04,1.038405e+00
