ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.028669e+05,9.147998e+04
HI 1215Å,72498,7.249800e+01,9.013760e-01,2.871107e+03,2.275995e+00
