ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.135247e+05,3.871737e+04
HI 1215Å,89686,8.968600e+01,2.742935e-01,5.221014e+03,1.651415e+00
