ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,4.673717e+04,1.025223e+04
HI 1215Å,28992,2.899200e+01,8.140813e-02,3.880934e+03,1.186981e+00
