ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.427921e+05,5.568265e+04
HI 1215Å,109930,1.099300e+02,4.533177e-01,4.268682e+03,1.559466e+00
