ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.050520e+05,8.931636e+04
HI 1215Å,75989,7.598900e+01,8.951321e-01,3.555431e+03,2.221287e+00
