ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,7.249877e+04,1.924348e+04
HI 1215Å,41899,4.189900e+01,1.238842e-01,1.532195e+04,1.275487e+00
