ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,4.630773e+04,9.559992e+03
HI 1215Å,25699,2.569900e+01,7.683221e-02,6.240508e+03,1.205510e+00
