ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,4.574226e+04,1.044351e+04
HI 1215Å,25590,2.559000e+01,7.366603e-02,5.147434e+03,1.148750e+00
