ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,4.702279e+04,1.035871e+04
HI 1215Å,25295,2.529500e+01,7.573075e-02,5.823498e+03,1.164637e+00
